"word","word_count"
"Each",149
"triggered",353
"abilities",513
"linked",37
"kicker",25
"ability.",237
"607.2j",1
"If",1165
"object",603
"ability",1447
"printed",183
"player",1827
"pay",189
"variable",14
"additional",149
"cost",386
"it’s",276
"cast",371
"ability",1447
"printed",183
"refers",153
"cost",386
"paid",48
"“as",15
"[this",37
"object]",9
"cast,”",2
"abilities",513
"linked.",18
"The",750
"refers",153
"chosen",113
"cost",386
"listed",49
"object",603
"cast",371
"spell.",55
"See",1025
"rule",1655
"601.2b.",5
"607.2k",1
"The",750
"abilities",513
"represented",55
"champion",4
"keyword",248
"linked",37
"abilities.",83
"See",1025
"rule",1655
"702.72,",2
"“Champion.”",2
"607.2m",1
"Abilities",61
"preceded",16
"anchor",4
"word",88
"linked",37
"ability",1447
"player",1827
"choose",191
"anchor",4
"word.",4
"See",1025
"rule",1655
"614.12b.",2
"607.2n",1
"If",1165
"object",603
"static",155
"ability",1447
"printed",183
"player",1827
"exile",100
"cards",605
"“before",1
"shuffle",19
"deck",137
"start",25
"game”",5
"ability",1447
"printed",183
"refers",153
"cards",605
"“exiled",7
"cards",605
"named",27
"[this",37
"object’s",94
"name],”",1
"ability",1447
"linked",37
"ability",1447
"objects",142
"game",484
"began.",12
"607.2p",1
"If",1165
"object",603
"static",155
"ability",1447
"player",1827
"choice",60
"characteristic-defining",22
"ability",1447
"game",484
"begins",18
"characteristic-defining",22
"ability",1447
"printed",183
"paragraph,",4
"abilities",513
"linked.",18
"The",750
"ability",1447
"refers",153
"choice",60
"result",83
"ability",1447
"continues",24
"refer",76
"choice",60
"object",603
"zones",29
"game.",181
"607.2q",1
"If",1165
"permanent",687
"spell",781
"ability",1447
"printed",183
"cards",605
"exiled",65
"paying",97
"cost",386
"cast",371
"permanent",687
"spell",781
"ability",1447
"refers",153
"cards",605
"“exiled",7
"[this",37
"object],”",4
"abilities",513
"linked.",18
"The",750
"ability",1447
"refers",153
"cards",605
"exiled",65
"pay",189
"cost",386
"spell",781
"permanent.",64
"607.3.",1
"If,",5
"pair",16
"linked",37
"abilities,",55
"ability",1447
"refers",153
"single",64
"object",603
"“the",18
"exiled",65
"card,”",3
"“a",2
"card",1217
"exiled",65
"[this",37
"card],”",1
"similar",7
"phrase,",2
"ability",1447
"exiled",65
"multiple",187
"cards",605
"(usually",12
"copied),",1
"ability",1447
"refers",153
"exiled",65
"cards.",81
"If",1165
"ability",1447
"information",78
"exiled",65
"card,",95
"characteristic",33
"mana",573
"value,",6
"multiple",187
"answers.",2
"If",1165
"answers",5
"determine",65
"variable,",2
"sum",4
"answers",5
"used.",13
"If",1165
"ability",1447
"performs",15
"actions",137
"“the”",3
"card,",95
"performs",15
"action",177
"exiled",65
"card.",105
"If",1165
"ability",1447
"creates",66
"token",163
"copy",234
"“the”",3
"card,",95
"exiled",65
"card,",95
"creates",66
"token",163
"copy",234
"card.",105
"If",1165
"ability",1447
"performs",15
"actions",137
"“a”",2
"card,",95
"controller",267
"ability",1447
"chooses",110
"card",1217
"affected.",6
"607.4.",1
"An",296
"ability",1447
"pair",16
"linked",37
"abilities.",83
"Example:",276
"Paradise",2
"Plume",2
"abilities:",8
"“As",49
"Paradise",2
"Plume",2
"enters",185
"battlefield,",144
"choose",191
"color,”",1
"“Whenever",75
"player",1827
"casts",50
"spell",781
"chosen",113
"color,",10
"gain",52
"1",48
"life,”",1
"“{T}:",18
"Add",18
"mana",573
"chosen",113
"color.”",11
"The",750
"abilities",513
"linked.",18
"The",750
"abilities",513
"linked.",18
"607.5.",1
"If",1165
"object",603
"acquires",5
"pair",16
"linked",37
"abilities",513
"effect,",26
"abilities",513
"similarly",3
"linked",37
"object",603
"weren’t",4
"printed",183
"object.",61
"They",55
"can’t",337
"linked",37
"ability,",115
"abilities",513
"object",603
"past.",3
"Example:",276
"Arc-Slogger",2
"ability",1447
"“{R},",1
"Exile",23
"top",87
"ten",20
"cards",605
"library:",1
"Arc-Slogger",2
"deals",53
"2",42
"damage",446
"target.”",9
"Sisters",5
"Stone",5
"Death",3
"ability",1447
"“{B}{G}:",1
"Exile",23
"target",138
"creature",1050
"blocking",121
"blocked",59
"Sisters",5
"Stone",5
"Death”",1
"ability",1447
"“{2}{B}:",1
"Put",16
"creature",1050
"card",1217
"exiled",65
"Sisters",5
"Stone",5
"Death",3
"battlefield",383
"control.”",10
"Quicksilver",13
"Elemental",9
"ability",1447
"“{U}:",2
"Quicksilver",13
"Elemental",9
"gains",53
"activated",190
"abilities",513
"target",138
"creature",1050
"turn.”",30
"If",1165
"player",1827
"Quicksilver",13
"Elemental",9
"gain",52
"Arc-Slogger’s",2
"ability,",115
"activates",9
"it,",79
"Quicksilver",13
"Elemental",9
"gain",52
"Sisters",5
"Stone",5
"Death’s",2
"abilities,",55
"activates",9
"exile",100
"ability,",115
"activates",9
"return-to-the-battlefield",1
"ability,",115
"creature",1050
"card",1217
"Quicksilver",13
"Elemental",9
"exiled",65
"Sisters",5
"Stone",5
"Death’s",2
"ability",1447
"returned",7
"battlefield.",104
"Creature",13
"cards",605
"Quicksilver",13
"Elemental",9
"exiled",65
"Arc-Slogger’s",2
"ability",1447
"can’t",337
"returned.",1
"607.5a",1
"If",1165
"object",603
"gains",53
"ability",1447
"refers",153
"choice,",13
"(a)",3
"doesn’t",232
"copy",234
"ability’s",50
"linked",37
"ability",1447
"(b)",3
"copy",234
"linked",37
"ability",1447
"choice",60
"it,",79
"choice",60
"considered",53
"“undefined.”",1
"If",1165
"ability",1447
"refers",153
"undefined",4
"choice,",13
"ability",1447
"won’t",80
"anything.",11
"Example:",276
"Voice",13
"All",54
"enters",185
"battlefield",383
"Unstable",15
"Shapeshifter",14
"copies",19
"it.",150
"Voice",13
"All",54
"reads,",57
"part,",31
"“As",49
"Voice",13
"All",54
"enters",185
"battlefield,",144
"choose",191
"color.”",11
"“Voice",2
"All",54
"protection",36
"chosen",113
"color.”",11
"Unstable",15
"Shapeshifter",14
"chance",11
"color",105
"chosen",113
"it,",79
"didn’t",14
"enter",82
"battlefield",383
"Voice",13
"All",54
"doesn’t",232
"gain",52
"protection",36
"ability.",237
"Example:",276
"A",990
"Vesuvan",4
"Doppelganger",13
"enters",185
"battlefield",383
"copy",234
"Voice",13
"All,",2
"Doppelganger’s",3
"controller",267
"chooses",110
"blue.",2
"Later,",2
"Doppelganger",13
"copies",19
"Quirion",2
"Elves,",9
"ability,",115
"“{T}:",18
"Add",18
"mana",573
"chosen",113
"color.”",11
"Even",7
"color",105
"chosen",113
"Doppelganger,",1
"wasn’t",9
"chosen",113
"ability",1447
"linked",37
"mana",573
"ability",1447
"copied",9
"Elves.",2
"If",1165
"mana",573
"ability",1447
"Doppelganger",13
"activated,",8
"produce",18
"mana.",22
"608.",2
"Resolving",3
"Spells",37
"Abilities",61
"608.1.",1
"Each",149
"time",198
"players",220
"pass",13
"succession,",4
"spell",781
"ability",1447
"top",87
"stack",166
"resolves.",35
"(See",177
"rule",1655
"609,",4
"“Effects.”)",2
"608.2.",1
"If",1165
"object",603
"that’s",167
"resolving",54
"instant",60
"spell,",94
"sorcery",58
"spell,",94
"ability,",115
"resolution",28
"involve",6
"steps.",4
"The",750
"steps",39
"rules",305
"608.2a",2
"608.2b",2
"first.",29
"The",750
"steps",39
"rules",305
"608.2c–k",1
"appropriate,",1
"specific",58
"order.",47
"The",750
"steps",39
"rule",1655
"608.2m",2
"608.2n",2
"last.",1
"608.2a",2
"If",1165
"triggered",353
"ability",1447
"intervening",3
"“if”",5
"clause,",1
"checks",32
"clause’s",1
"condition",37
"true.",6
"If",1165
"isn’t,",1
"ability",1447
"removed",77
"stack",166
"nothing.",15
"Otherwise,",14
"continues",24
"resolve.",8
"See",1025
"rule",1655
"603.4.",3
"608.2b",2
"If",1165
"spell",781
"ability",1447
"specifies",17
"targets,",25
"checks",32
"targets",82
"legal.",6
"A",990
"target",138
"that’s",167
"zone",216
"targeted",18
"illegal.",9
"Other",22
"game",484
"target",138
"legal;",1
"example,",41
"characteristics",169
"changed",17
"effect",723
"changed",17
"text",194
"spell.",55
"If",1165
"source",101
"ability",1447
"left",95
"zone",216
"in,",6
"information",78
"process.",9
"If",1165
"targets,",25
"instance",16
"word",88
"“target,”",3
"illegal,",5
"spell",781
"ability",1447
"doesn’t",232
"resolve.",8
"It’s",19
"removed",77
"stack",166
"and,",6
"it’s",276
"spell,",94
"owner’s",93
"graveyard.",64
"Otherwise,",14
"spell",781
"ability",1447
"resolve",22
"normally.",8
"Illegal",15
"targets,",25
"any,",8
"won’t",80
"affected",43
"resolving",54
"spell’s",90
"effect",723
"they’re",37
"illegal.",9
"Other",22
"effect",723
"targets",82
"illegal",28
"affect",80
"them.",30
"If",1165
"spell",781
"ability",1447
"creates",66
"continuous",81
"effects",372
"affect",80
"game",484
"rules",305
"(see",274
"rule",1655
"613.11),",1
"effects",372
"don’t",80
"apply",116
"illegal",28
"targets.",18
"If",1165
"effect",723
"requires",24
"information",78
"illegal",28
"target,",12
"fails",2
"determine",65
"information.",10
"Any",98
"effect",723
"requires",24
"information",78
"won’t",80
"happen.",9
"Example:",276
"Sorin’s",3
"Thirst",4
"black",26
"instant",60
"reads,",57
"“Sorin’s",1
"Thirst",4
"deals",53
"2",42
"damage",446
"target",138
"creature",1050
"gain",52
"2",42
"life.”",11
"If",1165
"creature",1050
"isn’t",128
"legal",43
"target",138
"resolution",28
"Sorin’s",3
"Thirst",4
"(say,",1
"creature",1050
"gained",8
"protection",36
"black",26
"left",95
"battlefield),",3
"Sorin’s",3
"Thirst",4
"doesn’t",232
"resolve.",8
"Its",30
"controller",267
"doesn’t",232
"gain",52
"life.",25
"Example:",276
"Plague",3
"Spores",3
"reads,",57
"“Destroy",7
"target",138
"nonblack",4
"creature",1050
"target",138
"land.",14
"They",55
"can’t",337
"regenerated.”",1
"Suppose",2
"creature",1050
"land",136
"chosen",113
"nonblack",4
"creature",1050
"land,",12
"color",105
"creature",1050
"land",136
"changed",17
"black",26
"Plague",3
"Spores",3
"resolves.",35
"Plague",3
"Spores",3
"resolves",16
"black",26
"creature",1050
"land",136
"legal",43
"target",138
"“target",7
"land”",4
"spell.",55
"The",750
"“destroy",2
"target",138
"nonblack",4
"creature”",6
"spell",781
"won’t",80
"affect",80
"permanent,",60
"“destroy",2
"target",138
"land”",4
"spell",781
"destroy",15
"it.",150
"It",158
"can’t",337
"regenerated.",1
"608.2c",1
"The",750
"controller",267
"spell",781
"ability",1447
"instructions",26
"written.",1
"However,",40
"replacement",117
"effects",372
"modify",41
"actions.",17
"In",212
"cases,",22
"text",194
"card",1217
"modify",41
"meaning",15
"earlier",9
"text",194
"(for",18
"example,",41
"“Destroy",7
"target",138
"creature.",103
"It",158
"can’t",337
"regenerated”",1
"“Counter",1
"target",138
"spell.",55
"If",1165
"spell",781
"countered",10
"way,",21
"top",87
"owner’s",93
"library",109
"owner’s",93
"graveyard.”)",1
"Don’t",1
"apply",116
"effects",372
"step",139
"step",139
"thinking",1
"cases—read",1
"text",194
"apply",116
"rules",305
"English",18
"text.",16
"608.2d",1
"If",1165
"effect",723
"spell",781
"ability",1447
"offers",5
"choices",49
"choices",49
"casting",70
"spell,",94
"activating",33
"ability,",115
"putting",24
"spell",781
"ability",1447
"stack,",70
"player",1827
"announces",39
"applying",19
"effect.",67
"The",750
"player",1827
"can’t",337
"choose",191
"option",48
"that’s",167
"illegal",28
"impossible,",2
"exception",37
"library",109
"cards",605
"doesn’t",232
"drawing",5
"card",1217
"impossible",8
"action",177
"(see",274
"rule",1655
"121.3).",1
"If",1165
"effect",723
"divides",2
"distributes",2
"something,",3
"damage",446
"counters,",20
"player",1827
"chooses",110
"untargeted",3
"players",220
"and/or",101
"objects,",20
"player",1827
"chooses",110
"amount",71
"division",3
"chosen",113
"player",1827
"object",603
"receives",36
"divided.",2
"(Note",9
"effect",723
"divides",2
"distributes",2
"something,",3
"damage",446
"counters,",20
"player",1827
"chooses",110
"target",138
"objects",142
"and/or",101
"players,",18
"amount",71
"division",3
"determined",41
"spell",781
"ability",1447
"stack",166
"time;",1
"rule",1655
"601.2d.)",1
"Example:",276
"A",990
"spell’s",90
"instruction",23
"reads,",57
"“You",68
"sacrifice",37
"creature.",103
"If",1165
"don’t,",7
"lose",53
"4",10
"life.”",11
"A",990
"player",1827
"controls",94
"creatures",224
"can’t",337
"choose",191
"sacrifice",37
"option.",14
"608.2e",1
"Some",233
"spells",135
"abilities",513
"multiple",187
"steps",39
"actions,",12
"denoted",5
"separate",27
"sentences",1
"clauses,",1
"involve",6
"multiple",187
"players.",46
"In",212
"cases,",22
"choices",49
"action",177
"APNAP",20
"order,",15
"action",177
"processed",9
"simultaneously.",15
"Then",56
"choices",49
"action",177
"APNAP",20
"order,",15
"action",177
"processed",9
"simultaneously,",9
"on.",25
"See",1025
"rule",1655
"101.4.",5
"608.2f",1
"Some",233
"spells",135
"abilities",513
"include",42
"actions",137
"multiple",187
"players",220
"and/or",101
"objects.",19
"In",212
"cases,",22
"action",177
"processed",9
"simultaneously.",15
"If",1165
"action",177
"can’t",337
"processed",9
"simultaneously,",9
"it’s",276
"processed",9
"affected",43
"player",1827
"object",603
"individually.",3
"APNAP",20
"primary",8
"determination",4
"actions.",17
"Secondarily,",1
"action",177
"player",1827
"object",603
"control",171
"multiple",187
"objects",142
"controlled",90
"player,",102
"player",1827
"controls",94
"resolving",54
"spell",781
"ability",1447
"chooses",110
"relative",17
"actions.",17
"Example:",276
"Blatant",2
"Thievery",2
"“For",9
"opponent,",3
"gain",52
"control",171
"target",138
"permanent",687
"player",1827
"controls.”",2
"As",64
"Blatant",2
"Thievery",2
"resolves,",58
"controller",267
"gains",53
"control",171
"permanents",97
"chosen",113
"targets",82
"simultaneously.",15
"Example:",276
"Soulfire",5
"Eruption",5
"says,",22
"part,",31
"“Choose",8
"target",138
"creatures,",25
"planeswalkers,",5
"and/or",101
"players.",46
"For",74
"them,",11
"exile",100
"top",87
"card",1217
"library,",35
"Soulfire",5
"Eruption",5
"deals",53
"damage",446
"equal",84
"card’s",93
"mana",573
"permanent",687
"player.”",2
"A",990
"player",1827
"casts",50
"Soulfire",5
"Eruption",5
"targeting",27
"opponent",54
"creature",1050
"opponent",54
"controls.",8
"As",64
"Soulfire",5
"Eruption",5
"resolves,",58
"player",1827
"can’t",337
"exile",100
"top",87
"card",1217
"library",109
"multiple",187
"times",35
"time,",34
"choose",191
"target",138
"considering,",1
"exile",100
"top",87
"card",1217
"library,",35
"finally",2
"Soulfire",5
"Eruption",5
"deals",53
"damage",446
"target.",10
"They",55
"repeat",2
"process",45
"remaining",35
"target.",10
"608.2g",1
"If",1165
"effect",723
"player",1827
"option",48
"pay",189
"mana,",17
"activate",69
"mana",573
"abilities",513
"taking",27
"action.",58
"If",1165
"effect",723
"specifically",15
"instructs",54
"player",1827
"cast",371
"spell",781
"resolution,",5
"steps",39
"rules",305
"601.2a–i,",1
"player",1827
"receives",36
"priority",66
"it’s",276
"cast.",29
"That",68
"spell",781
"topmost",14
"object",603
"stack,",70
"resolving",54
"spell",781
"ability",1447
"continues",24
"resolve,",3
"include",42
"casting",70
"spells",135
"way.",14
"No",22
"spells",135
"cast",371
"abilities",513
"activated",190
"resolution.",9
"608.2h",1
"If",1165
"effect",723
"requires",24
"information",78
"game",484
"(such",30
"creatures",224
"battlefield),",3
"answer",2
"determined",41
"once,",6
"effect",723
"applied.",28
"If",1165
"effect",723
"requires",24
"information",78
"specific",58
"object,",31
"including",30
"source",101
"ability",1447
"itself,",4
"effect",723
"current",48
"information",78
"object",603
"it’s",276
"public",18
"zone",216
"expected",10
"in;",1
"it’s",276
"zone,",64
"effect",723
"moved",21
"public",18
"zone",216
"hidden",20
"zone,",64
"effect",723
"object’s",94
"information.",10
"See",1025
"rule",1655
"113.7a.",1
"If",1165
"ability",1447
"object",603
"something,",3
"it’s",276
"object",603
"exists—or",1
"recently",4
"existed—that",1
"it,",79
"ability.",237
"608.2i",1
"If",1165
"effect",723
"refers",153
"characteristics,",17
"checks",32
"characteristics,",17
"related",2
"object",603
"have.",49
"Example:",276
"An",296
"effect",723
"reads",59
"“Destroy",7
"black",26
"creatures”",3
"destroys",3
"white-and-black",1
"creature,",87
"reads",59
"“Destroy",7
"nonblack",4
"creatures”",3
"doesn’t.",2
"608.2j",1
"If",1165
"ability’s",50
"effect",723
"refers",153
"specific",58
"untargeted",3
"object",603
"previously",9
"referred",17
"ability’s",50
"cost",386
"trigger",205
"condition,",3
"affects",24
"object",603
"object",603
"changed",17
"characteristics.",42
"Example:",276
"Wall",11
"Tears",3
"“Whenever",75
"Wall",11
"Tears",3
"blocks",16
"creature,",87
"return",26
"creature",1050
"owner’s",93
"hand",101
"combat.”",11
"If",1165
"Wall",11
"Tears",3
"blocks",16
"creature,",87
"creature",1050
"ceases",24
"creature",1050
"triggered",353
"ability",1447
"resolves,",58
"permanent",687
"returned",7
"owner’s",93
"hand.",41
"608.2k",1
"If",1165
"instant",60
"spell,",94
"sorcery",58
"spell,",94
"ability",1447
"legally",12
"resolve",22
"leaves",102
"stack",166
"starts",19
"resolve,",3
"continue",21
"resolve",22
"fully.",2
"608.2m",2
"As",64
"final",19
"instant",60
"sorcery",58
"spell’s",90
"resolution,",5
"spell",781
"owner’s",93
"graveyard.",64
"As",64
"final",19
"ability’s",50
"resolution,",5
"ability",1447
"removed",77
"stack",166
"ceases",24
"exist.",20
"608.2n",2
"Once",53
"steps",39
"608.2c–m",1
"completed,",6
"abilities",513
"trigger",205
"spell",781
"ability",1447
"resolves",16
"trigger.",40
"608.3.",1
"If",1165
"object",603
"that’s",167
"resolving",54
"permanent",687
"spell,",94
"resolution",28
"involve",6
"steps.",4
"The",750
"instructions",26
"rules",305
"608.3a",2
"performed",20
"first.",29
"Then",56
"steps",39
"rule",1655
"608.3c–e",1
"performed,",8
"appropriate.",10
"608.3a",2
"If",1165
"object",603
"that’s",167
"resolving",54
"targets,",25
"permanent",687
"enters",185
"battlefield",383
"control",171
"spell’s",90
"controller.",22
"608.3b",1
"If",1165
"object",603
"that’s",167
"resolving",54
"target,",12
"checks",32
"target",138
"legal,",4
"608.2b.",2
"If",1165
"spell",781
"illegal",28
"target",138
"bestowed",13
"Aura",105
"spell",781
"(see",274
"rule",1655
"702.103e)",1
"mutating",9
"creature",1050
"spell",781
"(see",274
"rule",1655
"702.140b),",1
"creature",1050
"spell",781
"resolve",22
"rule",1655
"608.3a.",1
"Otherwise,",14
"spell",781
"doesn’t",232
"resolve.",8
"It",158
"removed",77
"stack",166
"owner’s",93
"graveyard.",64
"608.3c",1
"If",1165
"object",603
"that’s",167
"resolving",54
"Aura",105
"spell,",94
"permanent",687
"battlefield",383
"control",171
"spell’s",90
"controller",267
"attached",73
"player",1827
"object",603
"targeting.",2
"608.3d",1
"If",1165
"object",603
"that’s",167
"resolving",54
"mutating",9
"creature",1050
"spell,",94
"object",603
"representing",12
"spell",781
"merges",6
"permanent",687
"targeting",27
"(see",274
"rule",1655
"727,",9
"“Merging",5
"Permanents”).",4
"608.3e",1
"If",1165
"permanent",687
"spell",781
"resolves",16
"controller",267
"can’t",337
"battlefield,",144
"player",1827
"owner’s",93
"graveyard.",64
"Example:",276
"Worms",2
"Earth",2
"ability",1447
"“Lands",1
"can’t",337
"enter",82
"battlefield.”",7
"Clone",28
"“You",68
"Clone",28
"enter",82
"battlefield",383
"copy",234
"creature",1050
"battlefield.”",7
"If",1165
"player",1827
"casts",50
"Clone",28
"chooses",110
"copy",234
"Dryad",3
"Arbor",1
"(a",34
"land",136
"creature)",14
"Worms",2
"Earth",2
"battlefield,",144
"Clone",28
"can’t",337
"enter",82
"battlefield",383
"stack.",160
"It’s",19
"owner’s",93
"graveyard.",64
"608.3f",1
"If",1165
"object",603
"that’s",167
"resolving",54
"copy",234
"permanent",687
"spell,",94
"token",163
"permanent",687
"battlefield",383
"steps",39
"above.",2
"A",990
"token",163
"battlefield",383
"copy",234
"spell",781
"“created”",2
"purposes",17
"rules",305
"effects",372
"refer",76
"creating",9
"token.",27
"608.3g",1
"If",1165
"object",603
"that’s",167
"resolving",54
"static",155
"ability",1447
"functions",92
"stack",166
"creates",66
"delayed",61
"triggered",353
"ability,",115
"delayed",61
"triggered",353
"ability",1447
"created",85
"permanent",687
"battlefield",383
"steps",39
"above.",2
"(See",177
"rules",305
"702.109,",2
"“Dash,”",1
"rule",1655
"702.152,",2
"“Blitz.”)",1
"609.",2
"Effects",63
"609.1.",1
"An",296
"effect",723
"game",484
"result",83
"spell",781
"ability.",237
"When",84
"spell,",94
"activated",190
"ability,",115
"triggered",353
"ability",1447
"resolves,",58
"create",65
"one-shot",24
"continuous",81
"effects.",41
"Static",16
"abilities",513
"create",65
"continuous",81
"effects.",41
"Text",19
"effect.",67
"609.2.",1
"Effects",63
"apply",116
"permanents",97
"instruction’s",1
"text",194
"apply",116
"objects",142
"zones.",18
"Example:",276
"An",296
"effect",723
"lands",27
"creatures",224
"won’t",80
"alter",4
"land",136
"cards",605
"players’",11
"graveyards.",7
"But",1
"effect",723
"spells",135
"cost",386
"cast",371
"apply",116
"spells",135
"stack,",70
"spell",781
"stack",166
"player",1827
"casting",70
"it.",150
"609.3.",1
"If",1165
"effect",723
"attempts",12
"impossible,",2
"possible.",5
"Example:",276
"If",1165
"player",1827
"holding",4
"card,",95
"effect",723
"reads",59
"“Discard",3
"cards”",5
"discard",19
"card.",105
"If",1165
"effect",723
"moves",37
"cards",605
"library",109
"(as",17
"opposed",3
"drawing),",1
"moves",37
"possible.",5
"609.4.",2
"Some",233
"effects",372
"player",1827
"“as",15
"though”",5
"condition",37
"true",29
"creature",1050
"“as",15
"though”",5
"condition",37
"true.",6
"This",265
"applies",50
"stated",32
"effect.",67
"For",74
"purposes",17
"effect,",26
"treat",3
"game",484
"stated",32
"condition",37
"true.",6
"For",74
"purposes,",4
"treat",3
"game",484
"normally.",8
"609.4a",1
"If",1165
"effects",372
"player",1827
"(or",19
"creature",1050
"can)",1
"“as",15
"though”",5
"conditions",17
"true,",2
"conditions",17
"apply.",10
"If",1165
"“as",15
"though”",5
"effect",723
"satisfies",1
"requirements",19
"“as",15
"though”",5
"effect,",26
"effects",372
"apply.",10
"Example:",276
"A",990
"player",1827
"controls",94
"Vedalken",1
"Orrery,",1
"artifact",92
"“You",68
"cast",371
"spells",135
"flash.”",1
"That",68
"player",1827
"casts",50
"Shaman’s",1
"Trance,",1
"instant",60
"says,",22
"part,",31
"“You",68
"play",73
"lands",27
"cast",371
"spells",135
"players’",11
"graveyards",5
"cards",605
"graveyard.”",7
"The",750
"player",1827
"cast",371
"sorcery",58
"flashback",7
"player’s",301
"graveyard",108
"player’s",301
"graveyard",108
"flash.",4
"609.4b",1
"If",1165
"effect",723
"player",1827
"spend",6
"mana",573
"“as",15
"mana",573
"[type",1
"color],”",1
"affects",24
"player",1827
"pay",189
"cost.",86
"It",158
"doesn’t",232
"change",82
"cost,",78
"doesn’t",232
"change",82
"mana",573
"spent",19
"pay",189
"cost.",86
"The",750
"true",29
"effects",372
"“mana",4
"type",116
"spent.”",1
"609.5.",1
"If",1165
"effect",723
"result",83
"tie,",1
"text",194
"spell",781
"ability",1447
"created",85
"effect",723
"event",114
"tie.",1
"The",750
"Magic",89
"game",484
"default",18
"ties.",1
"609.6.",1
"Some",233
"continuous",81
"effects",372
"replacement",117
"effects",372
"prevention",41
"effects.",41
"See",1025
"rules",305
"614",1
"615.",3
"609.7.",5
"Some",233
"effects",372
"apply",116
"damage",446
"source—for",1
"example,",41
"“The",11
"time",198
"red",21
"source",101
"choice",60
"deal",40
"damage",446
"turn,",53
"prevent",17
"damage.”",4
"609.7a",1
"If",1165
"effect",723
"requires",24
"player",1827
"choose",191
"source",101
"damage,",27
"choose",191
"permanent;",2
"spell",781
"stack",166
"(including",11
"permanent",687
"spell);",2
"object",603
"referred",17
"object",603
"stack,",70
"replacement",117
"prevention",41
"effect",723
"that’s",167
"waiting",14
"apply,",12
"delayed",61
"triggered",353
"ability",1447
"that’s",167
"waiting",14
"trigger",205
"(even",11
"object",603
"zone",216
"in);",2
"face-up",44
"object",603
"command",124
"zone.",101
"A",990
"source",101
"doesn’t",232
"capable",2
"dealing",6
"damage",446
"legal",43
"choice.",17
"The",750
"source",101
"chosen",113
"effect",723
"created.",15
"If",1165
"player",1827
"chooses",110
"permanent,",60
"effect",723
"apply",116
"damage",446
"dealt",131
"permanent,",60
"it’s",276
"combat",235
"damage",446
"damage",446
"dealt",131
"result",83
"spell",781
"ability.",237
"If",1165
"player",1827
"chooses",110
"permanent",687
"spell,",94
"effect",723
"apply",116
"damage",446
"dealt",131
"spell",781
"damage",446
"dealt",131
"permanent",687
"spell",781
"resolves.",35
"609.7b",1
"Some",233
"effects",372
"resolved",6
"spells",135
"abilities",513
"prevent",17
"replace",25
"damage",446
"sources",19
"properties,",1
"creature",1050
"source",101
"color.",15
"When",84
"source",101
"deal",40
"damage,",27
"“shield”",1
"rechecks",2
"source’s",11
"properties.",4
"If",1165
"properties",2
"match,",2
"damage",446
"isn’t",128
"prevented",6
"replaced.",1
"If",1165
"reason",1
"shield",14
"prevents",13
"damage",446
"replaces",13
"damage,",27
"shield",14
"isn’t",128
"up.",69
"609.7c",1
"Some",233
"effects",372
"static",155
"abilities",513
"prevent",17
"replace",25
"damage",446
"sources",19
"properties.",4
"For",74
"effects,",20
"prevention",41
"replacement",117
"applies",50
"sources",19
"permanents",97
"property",2
"sources",19
"aren’t",47
"battlefield",383
"property.",1
"609.8.",1
"Some",233
"effects",372
"time",198
"previous",36
"game",484
"actions",137
"current",48
"game",484
"state.",5
"If",1165
"effect",723
"refers",153
"object",603
"objects,",20
"objects",142
"don’t",80
"zone",216
"time",198
"action,",10
"meet",5
"criteria",9
"action,",10
"time.",76
"Example:",276
"A",990
"player",1827
"attacks",31
"Bear",23
"Cub.",1
"Later",1
"turn,",53
"effect",723
"Bear",23
"Cub",3
"noncreature",16
"permanent.",64
"The",750
"player",1827
"casts",50
"Search",8
"Party",3
"Captain,",1
"spell",781
"“This",26
"spell",781
"costs",113
"{1}",7
"cast",371
"creature",1050
"attacked",20
"turn.”",30
"That",68
"spell",781
"costs",113
"{1}",7
"player",1827
"attacked",20
"creature,",87
"Bear",23
"Cub",3
"attacked",20
"creature.",103
"610.",2
"One-Shot",3
"Effects",63
"610.1.",1
"A",990
"one-shot",24
"effect",723
"doesn’t",232
"duration.",4
"Examples",1
"include",42
"dealing",6
"damage,",27
"destroying",1
"permanent,",60
"creating",9
"token,",20
"moving",6
"object",603
"zone",216
"another.",8
"610.2.",1
"Some",233
"one-shot",24
"effects",372
"create",65
"delayed",61
"triggered",353
"ability,",115
"instructs",54
"player",1827
"game",484
"(usually",12
"specific",58
"time)",1
"spell",781
"ability",1447
"that’s",167
"creating",9
"one-shot",24
"effect",723
"resolves.",35
"See",1025
"rule",1655
"603.7.",3
"610.3.",1
"Some",233
"one-shot",24
"effects",372
"object",603
"change",82
"zones",29
"“until”",3
"event",114
"occurs.",12
"A",990
"one-shot",24
"effect",723
"created",85
"immediately",38
"event.",21
"This",265
"one-shot",24
"effect",723
"returns",15
"object",603
"previous",36
"zone.",101
"610.3a",1
"If",1165
"resolving",54
"spell",781
"activated",190
"ability",1447
"creates",66
"initial",5
"one-shot",24
"effect",723
"object",603
"change",82
"zones,",14
"event",114
"occurred",6
"one-shot",24
"effect",723
"occur",13
"spell",781
"ability",1447
"stack,",70
"object",603
"doesn’t",232
"move.",7
"610.3b",1
"If",1165
"resolving",54
"triggered",353
"ability",1447
"creates",66
"initial",5
"one-shot",24
"effect",723
"object",603
"change",82
"zones,",14
"event",114
"occurred",6
"one-shot",24
"effect",723
"occur",13
"ability",1447
"triggered,",15
"object",603
"doesn’t",232
"move.",7
